rank,hand,category,description
4458,99AT3,1P,Pair of Nines
4459,99AT2,1P,Pair of Nines
4460,99A87,1P,Pair of Nines
4461,99A86,1P,Pair of Nines
4462,99A85,1P,Pair of Nines
4463,99A84,1P,Pair of Nines
4464,99A83,1P,Pair of Nines
4465,99A82,1P,Pair of Nines
4466,99A76,1P,Pair of Nines
4467,99A75,1P,Pair of Nines
4468,99A74,1P,Pair of Nines
4469,99A73,1P,Pair of Nines
4470,99A72,1P,Pair of Nines
4471,99A65,1P,Pair of Nines
4472,99A64,1P,Pair of Nines
4473,99A63,1P,Pair of Nines
4474,99A62,1P,Pair of Nines
4475,99A54,1P,Pair of Nines
4476,99A53,1P,Pair of Nines
4477,99A52,1P,Pair of Nines
4478,99A43,1P,Pair of Nines
4479,99A42,1P,Pair of Nines
4480,99A32,1P,Pair of Nines
4481,99KQJ,1P,Pair of Nines
4482,99KQT,1P,Pair of Nines
4483,99KQ8,1P,Pair of Nines
4484,99KQ7,1P,Pair of Nines
4485,99KQ6,1P,Pair of Nines
4486,99KQ5,1P,Pair of Nines
4487,99KQ4,1P,Pair of Nines
4488,99KQ3,1P,Pair of Nines
4489,99KQ2,1P,Pair of Nines
4490,99KJT,1P,Pair of Nines
4491,99KJ8,1P,Pair of Nines
4492,99KJ7,1P,Pair of Nines
4493,99KJ6,1P,Pair of Nines
4494,99KJ5,1P,Pair of Nines
4495,99KJ4,1P,Pair of Nines
4496,99KJ3,1P,Pair of Nines
4497,99KJ2,1P,Pair of Nines
4498,99KT8,1P,Pair of Nines
4499,99KT7,1P,Pair of Nines
4500,99KT6,1P,Pair of Nines
4501,99KT5,1P,Pair of Nines
4502,99KT4,1P,Pair of Nines
4503,99KT3,1P,Pair of Nines
4504,99KT2,1P,Pair of Nines
4505,99K87,1P,Pair of Nines
4506,99K86,1P,Pair of Nines
4507,99K85,1P,Pair of Nines
4508,99K84,1P,Pair of Nines
4509,99K83,1P,Pair of Nines
4510,99K82,1P,Pair of Nines
4511,99K76,1P,Pair of Nines
4512,99K75,1P,Pair of Nines
4513,99K74,1P,Pair of Nines
4514,99K73,1P,Pair of Nines
4515,99K72,1P,Pair of Nines
4516,99K65,1P,Pair of Nines
4517,99K64,1P,Pair of Nines
4518,99K63,1P,Pair of Nines
4519,99K62,1P,Pair of Nines
4520,99K54,1P,Pair of Nines
4521,99K53,1P,Pair of Nines
4522,99K52,1P,Pair of Nines
4523,99K43,1P,Pair of Nines
4524,99K42,1P,Pair of Nines
4525,99K32,1P,Pair of Nines
4526,99QJT,1P,Pair of Nines
4527,99QJ8,1P,Pair of Nines
4528,99QJ7,1P,Pair of Nines
4529,99QJ6,1P,Pair of Nines
4530,99QJ5,1P,Pair of Nines
4531,99QJ4,1P,Pair of Nines
4532,99QJ3,1P,Pair of Nines
4533,99QJ2,1P,Pair of Nines
4534,99QT8,1P,Pair of Nines
4535,99QT7,1P,Pair of Nines
4536,99QT6,1P,Pair of Nines
4537,99QT5,1P,Pair of Nines
4538,99QT4,1P,Pair of Nines
4539,99QT3,1P,Pair of Nines
4540,99QT2,1P,Pair of Nines
4541,99Q87,1P,Pair of Nines
4542,99Q86,1P,Pair of Nines
4543,99Q85,1P,Pair of Nines
4544,99Q84,1P,Pair of Nines
4545,99Q83,1P,Pair of Nines
4546,99Q82,1P,Pair of Nines
4547,99Q76,1P,Pair of Nines
4548,99Q75,1P,Pair of Nines
4549,99Q74,1P,Pair of Nines
4550,99Q73,1P,Pair of Nines
4551,99Q72,1P,Pair of Nines
4552,99Q65,1P,Pair of Nines
4553,99Q64,1P,Pair of Nines
4554,99Q63,1P,Pair of Nines
4555,99Q62,1P,Pair of Nines
4556,99Q54,1P,Pair of Nines
4557,99Q53,1P,Pair of Nines
4558,99Q52,1P,Pair of Nines
4559,99Q43,1P,Pair of Nines
4560,99Q42,1P,Pair of Nines
4561,99Q32,1P,Pair of Nines
4562,99JT8,1P,Pair of Nines
4563,99JT7,1P,Pair of Nines
4564,99JT6,1P,Pair of Nines
4565,99JT5,1P,Pair of Nines
4566,99JT4,1P,Pair of Nines
4567,99JT3,1P,Pair of Nines
4568,99JT2,1P,Pair of Nines
4569,99J87,1P,Pair of Nines
4570,99J86,1P,Pair of Nines
4571,99J85,1P,Pair of Nines
4572,99J84,1P,Pair of Nines
4573,99J83,1P,Pair of Nines
4574,99J82,1P,Pair of Nines
4575,99J76,1P,Pair of Nines
4576,99J75,1P,Pair of Nines
4577,99J74,1P,Pair of Nines
4578,99J73,1P,Pair of Nines
4579,99J72,1P,Pair of Nines
4580,99J65,1P,Pair of Nines
4581,99J64,1P,Pair of Nines
4582,99J63,1P,Pair of Nines
4583,99J62,1P,Pair of Nines
4584,99J54,1P,Pair of Nines
4585,99J53,1P,Pair of Nines
4586,99J52,1P,Pair of Nines
4587,99J43,1P,Pair of Nines
4588,99J42,1P,Pair of Nines
4589,99J32,1P,Pair of Nines
4590,99T87,1P,Pair of Nines
4591,99T86,1P,Pair of Nines
4592,99T85,1P,Pair of Nines
4593,99T84,1P,Pair of Nines
4594,99T83,1P,Pair of Nines
4595,99T82,1P,Pair of Nines
4596,99T76,1P,Pair of Nines
4597,99T75,1P,Pair of Nines
4598,99T74,1P,Pair of Nines
4599,99T73,1P,Pair of Nines
4600,99T72,1P,Pair of Nines
4601,99T65,1P,Pair of Nines
4602,99T64,1P,Pair of Nines
4603,99T63,1P,Pair of Nines
4604,99T62,1P,Pair of Nines
4605,99T54,1P,Pair of Nines
4606,99T53,1P,Pair of Nines
4607,99T52,1P,Pair of Nines
4608,99T43,1P,Pair of Nines
4609,99T42,1P,Pair of Nines
4610,99T32,1P,Pair of Nines
4611,99876,1P,Pair of Nines
4612,99875,1P,Pair of Nines
4613,99874,1P,Pair of Nines
4614,99873,1P,Pair of Nines
4615,99872,1P,Pair of Nines
4616,99865,1P,Pair of Nines
4617,99864,1P,Pair of Nines
4618,99863,1P,Pair of Nines
4619,99862,1P,Pair of Nines
4620,99854,1P,Pair of Nines
4621,99853,1P,Pair of Nines
4622,99852,1P,Pair of Nines
4623,99843,1P,Pair of Nines
4624,99842,1P,Pair of Nines
4625,99832,1P,Pair of Nines
4626,99765,1P,Pair of Nines
4627,99764,1P,Pair of Nines
4628,99763,1P,Pair of Nines
4629,99762,1P,Pair of Nines
4630,99754,1P,Pair of Nines
4631,99753,1P,Pair of Nines
4632,99752,1P,Pair of Nines
4633,99743,1P,Pair of Nines
4634,99742,1P,Pair of Nines
4635,99732,1P,Pair of Nines
4636,99654,1P,Pair of Nines
4637,99653,1P,Pair of Nines
4638,99652,1P,Pair of Nines
4639,99643,1P,Pair of Nines
4640,99642,1P,Pair of Nines
4641,99632,1P,Pair of Nines
4642,99543,1P,Pair of Nines
4643,99542,1P,Pair of Nines
4644,99532,1P,Pair of Nines
4645,99432,1P,Pair of Nines
4646,88AKQ,1P,Pair of Eights
4647,88AKJ,1P,Pair of Eights
4648,88AKT,1P,Pair of Eights
4649,88AK9,1P,Pair of Eights
4650,88AK7,1P,Pair of Eights
4651,88AK6,1P,Pair of Eights
4652,88AK5,1P,Pair of Eights
4653,88AK4,1P,Pair of Eights
4654,88AK3,1P,Pair of Eights
4655,88AK2,1P,Pair of Eights
4656,88AQJ,1P,Pair of Eights
4657,88AQT,1P,Pair of Eights
4658,88AQ9,1P,Pair of Eights
4659,88AQ7,1P,Pair of Eights
4660,88AQ6,1P,Pair of Eights
4661,88AQ5,1P,Pair of Eights
4662,88AQ4,1P,Pair of Eights
4663,88AQ3,1P,Pair of Eights
4664,88AQ2,1P,Pair of Eights
4665,88AJT,1P,Pair of Eights
4666,88AJ9,1P,Pair of Eights
4667,88AJ7,1P,Pair of Eights
4668,88AJ6,1P,Pair of Eights
4669,88AJ5,1P,Pair of Eights
4670,88AJ4,1P,Pair of Eights
4671,88AJ3,1P,Pair of Eights
4672,88AJ2,1P,Pair of Eights
4673,88AT9,1P,Pair of Eights
4674,88AT7,1P,Pair of Eights
4675,88AT6,1P,Pair of Eights
4676,88AT5,1P,Pair of Eights
4677,88AT4,1P,Pair of Eights
4678,88AT3,1P,Pair of Eights
4679,88AT2,1P,Pair of Eights
4680,88A97,1P,Pair of Eights
4681,88A96,1P,Pair of Eights
4682,88A95,1P,Pair of Eights
4683,88A94,1P,Pair of Eights
4684,88A93,1P,Pair of Eights
4685,88A92,1P,Pair of Eights
4686,88A76,1P,Pair of Eights
4687,88A75,1P,Pair of Eights
4688,88A74,1P,Pair of Eights
4689,88A73,1P,Pair of Eights
4690,88A72,1P,Pair of Eights
4691,88A65,1P,Pair of Eights
4692,88A64,1P,Pair of Eights
4693,88A63,1P,Pair of Eights
4694,88A62,1P,Pair of Eights
4695,88A54,1P,Pair of Eights
4696,88A53,1P,Pair of Eights
4697,88A52,1P,Pair of Eights
4698,88A43,1P,Pair of Eights
4699,88A42,1P,Pair of Eights
4700,88A32,1P,Pair of Eights
4701,88KQJ,1P,Pair of Eights
4702,88KQT,1P,Pair of Eights
4703,88KQ9,1P,Pair of Eights
4704,88KQ7,1P,Pair of Eights
4705,88KQ6,1P,Pair of Eights
4706,88KQ5,1P,Pair of Eights
4707,88KQ4,1P,Pair of Eights
4708,88KQ3,1P,Pair of Eights
4709,88KQ2,1P,Pair of Eights
4710,88KJT,1P,Pair of Eights
4711,88KJ9,1P,Pair of Eights
4712,88KJ7,1P,Pair of Eights
4713,88KJ6,1P,Pair of Eights
4714,88KJ5,1P,Pair of Eights
4715,88KJ4,1P,Pair of Eights
4716,88KJ3,1P,Pair of Eights
4717,88KJ2,1P,Pair of Eights
4718,88KT9,1P,Pair of Eights
4719,88KT7,1P,Pair of Eights
4720,88KT6,1P,Pair of Eights
4721,88KT5,1P,Pair of Eights
4722,88KT4,1P,Pair of Eights
4723,88KT3,1P,Pair of Eights
4724,88KT2,1P,Pair of Eights
4725,88K97,1P,Pair of Eights
4726,88K96,1P,Pair of Eights
4727,88K95,1P,Pair of Eights
4728,88K94,1P,Pair of Eights
4729,88K93,1P,Pair of Eights
4730,88K92,1P,Pair of Eights
4731,88K76,1P,Pair of Eights
4732,88K75,1P,Pair of Eights
4733,88K74,1P,Pair of Eights
4734,88K73,1P,Pair of Eights
4735,88K72,1P,Pair of Eights
4736,88K65,1P,Pair of Eights
4737,88K64,1P,Pair of Eights
4738,88K63,1P,Pair of Eights
4739,88K62,1P,Pair of Eights
4740,88K54,1P,Pair of Eights
4741,88K53,1P,Pair of Eights
4742,88K52,1P,Pair of Eights
4743,88K43,1P,Pair of Eights
4744,88K42,1P,Pair of Eights
4745,88K32,1P,Pair of Eights
4746,88QJT,1P,Pair of Eights
4747,88QJ9,1P,Pair of Eights
4748,88QJ7,1P,Pair of Eights
4749,88QJ6,1P,Pair of Eights
4750,88QJ5,1P,Pair of Eights
4751,88QJ4,1P,Pair of Eights
4752,88QJ3,1P,Pair of Eights
4753,88QJ2,1P,Pair of Eights
4754,88QT9,1P,Pair of Eights
4755,88QT7,1P,Pair of Eights
4756,88QT6,1P,Pair of Eights
4757,88QT5,1P,Pair of Eights
4758,88QT4,1P,Pair of Eights
4759,88QT3,1P,Pair of Eights
4760,88QT2,1P,Pair of Eights
4761,88Q97,1P,Pair of Eights
4762,88Q96,1P,Pair of Eights
4763,88Q95,1P,Pair of Eights
4764,88Q94,1P,Pair of Eights
4765,88Q93,1P,Pair of Eights
4766,88Q92,1P,Pair of Eights
4767,88Q76,1P,Pair of Eights
4768,88Q75,1P,Pair of Eights
4769,88Q74,1P,Pair of Eights
4770,88Q73,1P,Pair of Eights
4771,88Q72,1P,Pair of Eights
4772,88Q65,1P,Pair of Eights
4773,88Q64,1P,Pair of Eights
4774,88Q63,1P,Pair of Eights
4775,88Q62,1P,Pair of Eights
4776,88Q54,1P,Pair of Eights
4777,88Q53,1P,Pair of Eights
4778,88Q52,1P,Pair of Eights
4779,88Q43,1P,Pair of Eights
4780,88Q42,1P,Pair of Eights
4781,88Q32,1P,Pair of Eights
4782,88JT9,1P,Pair of Eights
4783,88JT7,1P,Pair of Eights
4784,88JT6,1P,Pair of Eights
4785,88JT5,1P,Pair of Eights
4786,88JT4,1P,Pair of Eights
4787,88JT3,1P,Pair of Eights
4788,88JT2,1P,Pair of Eights
4789,88J97,1P,Pair of Eights
4790,88J96,1P,Pair of Eights
4791,88J95,1P,Pair of Eights
4792,88J94,1P,Pair of Eights
4793,88J93,1P,Pair of Eights
4794,88J92,1P,Pair of Eights
4795,88J76,1P,Pair of Eights
4796,88J75,1P,Pair of Eights
4797,88J74,1P,Pair of Eights
4798,88J73,1P,Pair of Eights
4799,88J72,1P,Pair of Eights
4800,88J65,1P,Pair of Eights
4801,88J64,1P,Pair of Eights
4802,88J63,1P,Pair of Eights
4803,88J62,1P,Pair of Eights
4804,88J54,1P,Pair of Eights
4805,88J53,1P,Pair of Eights
4806,88J52,1P,Pair of Eights
4807,88J43,1P,Pair of Eights
4808,88J42,1P,Pair of Eights
4809,88J32,1P,Pair of Eights
4810,88T97,1P,Pair of Eights
4811,88T96,1P,Pair of Eights
4812,88T95,1P,Pair of Eights
4813,88T94,1P,Pair of Eights
4814,88T93,1P,Pair of Eights
4815,88T92,1P,Pair of Eights
4816,88T76,1P,Pair of Eights
4817,88T75,1P,Pair of Eights
4818,88T74,1P,Pair of Eights
4819,88T73,1P,Pair of Eights
4820,88T72,1P,Pair of Eights
4821,88T65,1P,Pair of Eights
4822,88T64,1P,Pair of Eights
4823,88T63,1P,Pair of Eights
4824,88T62,1P,Pair of Eights
4825,88T54,1P,Pair of Eights
4826,88T53,1P,Pair of Eights
4827,88T52,1P,Pair of Eights
4828,88T43,1P,Pair of Eights
4829,88T42,1P,Pair of Eights
4830,88T32,1P,Pair of Eights
4831,88976,1P,Pair of Eights
4832,88975,1P,Pair of Eights
4833,88974,1P,Pair of Eights
4834,88973,1P,Pair of Eights
4835,88972,1P,Pair of Eights
4836,88965,1P,Pair of Eights
4837,88964,1P,Pair of Eights
4838,88963,1P,Pair of Eights
4839,88962,1P,Pair of Eights
4840,88954,1P,Pair of Eights
4841,88953,1P,Pair of Eights
4842,88952,1P,Pair of Eights
4843,88943,1P,Pair of Eights
4844,88942,1P,Pair of Eights
4845,88932,1P,Pair of Eights
4846,88765,1P,Pair of Eights
4847,88764,1P,Pair of Eights
4848,88763,1P,Pair of Eights
4849,88762,1P,Pair of Eights
4850,88754,1P,Pair of Eights
4851,88753,1P,Pair of Eights
4852,88752,1P,Pair of Eights
4853,88743,1P,Pair of Eights
4854,88742,1P,Pair of Eights
4855,88732,1P,Pair of Eights
4856,88654,1P,Pair of Eights
4857,88653,1P,Pair of Eights
4858,88652,1P,Pair of Eights
4859,88643,1P,Pair of Eights
4860,88642,1P,Pair of Eights
4861,88632,1P,Pair of Eights
4862,88543,1P,Pair of Eights
4863,88542,1P,Pair of Eights
4864,88532,1P,Pair of Eights
4865,88432,1P,Pair of Eights
4866,77AKQ,1P,Pair of Sevens
4867,77AKJ,1P,Pair of Sevens
4868,77AKT,1P,Pair of Sevens
4869,77AK9,1P,Pair of Sevens
4870,77AK8,1P,Pair of Sevens
4871,77AK6,1P,Pair of Sevens
4872,77AK5,1P,Pair of Sevens
4873,77AK4,1P,Pair of Sevens
4874,77AK3,1P,Pair of Sevens
4875,77AK2,1P,Pair of Sevens
4876,77AQJ,1P,Pair of Sevens
4877,77AQT,1P,Pair of Sevens
4878,77AQ9,1P,Pair of Sevens
4879,77AQ8,1P,Pair of Sevens
4880,77AQ6,1P,Pair of Sevens
4881,77AQ5,1P,Pair of Sevens
4882,77AQ4,1P,Pair of Sevens
4883,77AQ3,1P,Pair of Sevens
4884,77AQ2,1P,Pair of Sevens
4885,77AJT,1P,Pair of Sevens
4886,77AJ9,1P,Pair of Sevens
4887,77AJ8,1P,Pair of Sevens
4888,77AJ6,1P,Pair of Sevens
4889,77AJ5,1P,Pair of Sevens
4890,77AJ4,1P,Pair of Sevens
4891,77AJ3,1P,Pair of Sevens
4892,77AJ2,1P,Pair of Sevens
4893,77AT9,1P,Pair of Sevens
4894,77AT8,1P,Pair of Sevens
4895,77AT6,1P,Pair of Sevens
4896,77AT5,1P,Pair of Sevens
4897,77AT4,1P,Pair of Sevens
4898,77AT3,1P,Pair of Sevens
4899,77AT2,1P,Pair of Sevens
4900,77A98,1P,Pair of Sevens
4901,77A96,1P,Pair of Sevens
4902,77A95,1P,Pair of Sevens
4903,77A94,1P,Pair of Sevens
4904,77A93,1P,Pair of Sevens
4905,77A92,1P,Pair of Sevens
4906,77A86,1P,Pair of Sevens
4907,77A85,1P,Pair of Sevens
4908,77A84,1P,Pair of Sevens
4909,77A83,1P,Pair of Sevens
4910,77A82,1P,Pair of Sevens
4911,77A65,1P,Pair of Sevens
4912,77A64,1P,Pair of Sevens
4913,77A63,1P,Pair of Sevens
4914,77A62,1P,Pair of Sevens
4915,77A54,1P,Pair of Sevens
4916,77A53,1P,Pair of Sevens
4917,77A52,1P,Pair of Sevens
4918,77A43,1P,Pair of Sevens
4919,77A42,1P,Pair of Sevens
4920,77A32,1P,Pair of Sevens
4921,77KQJ,1P,Pair of Sevens
4922,77KQT,1P,Pair of Sevens
4923,77KQ9,1P,Pair of Sevens
4924,77KQ8,1P,Pair of Sevens
4925,77KQ6,1P,Pair of Sevens
4926,77KQ5,1P,Pair of Sevens
4927,77KQ4,1P,Pair of Sevens
4928,77KQ3,1P,Pair of Sevens
4929,77KQ2,1P,Pair of Sevens
4930,77KJT,1P,Pair of Sevens
4931,77KJ9,1P,Pair of Sevens
4932,77KJ8,1P,Pair of Sevens
4933,77KJ6,1P,Pair of Sevens
4934,77KJ5,1P,Pair of Sevens
4935,77KJ4,1P,Pair of Sevens
4936,77KJ3,1P,Pair of Sevens
4937,77KJ2,1P,Pair of Sevens
4938,77KT9,1P,Pair of Sevens
4939,77KT8,1P,Pair of Sevens
4940,77KT6,1P,Pair of Sevens
4941,77KT5,1P,Pair of Sevens
4942,77KT4,1P,Pair of Sevens
4943,77KT3,1P,Pair of Sevens
4944,77KT2,1P,Pair of Sevens
4945,77K98,1P,Pair of Sevens
4946,77K96,1P,Pair of Sevens
4947,77K95,1P,Pair of Sevens
4948,77K94,1P,Pair of Sevens
4949,77K93,1P,Pair of Sevens
4950,77K92,1P,Pair of Sevens
4951,77K86,1P,Pair of Sevens
4952,77K85,1P,Pair of Sevens
4953,77K84,1P,Pair of Sevens
4954,77K83,1P,Pair of Sevens
4955,77K82,1P,Pair of Sevens
4956,77K65,1P,Pair of Sevens
4957,77K64,1P,Pair of Sevens
4958,77K63,1P,Pair of Sevens
4959,77K62,1P,Pair of Sevens
4960,77K54,1P,Pair of Sevens
4961,77K53,1P,Pair of Sevens
4962,77K52,1P,Pair of Sevens
4963,77K43,1P,Pair of Sevens
4964,77K42,1P,Pair of Sevens
4965,77K32,1P,Pair of Sevens
4966,77QJT,1P,Pair of Sevens
4967,77QJ9,1P,Pair of Sevens
4968,77QJ8,1P,Pair of Sevens
4969,77QJ6,1P,Pair of Sevens
4970,77QJ5,1P,Pair of Sevens
4971,77QJ4,1P,Pair of Sevens
4972,77QJ3,1P,Pair of Sevens
4973,77QJ2,1P,Pair of Sevens
4974,77QT9,1P,Pair of Sevens
4975,77QT8,1P,Pair of Sevens
4976,77QT6,1P,Pair of Sevens
4977,77QT5,1P,Pair of Sevens
4978,77QT4,1P,Pair of Sevens
4979,77QT3,1P,Pair of Sevens
4980,77QT2,1P,Pair of Sevens
4981,77Q98,1P,Pair of Sevens
4982,77Q96,1P,Pair of Sevens
4983,77Q95,1P,Pair of Sevens
4984,77Q94,1P,Pair of Sevens
4985,77Q93,1P,Pair of Sevens
4986,77Q92,1P,Pair of Sevens
4987,77Q86,1P,Pair of Sevens
4988,77Q85,1P,Pair of Sevens
4989,77Q84,1P,Pair of Sevens
4990,77Q83,1P,Pair of Sevens
4991,77Q82,1P,Pair of Sevens
4992,77Q65,1P,Pair of Sevens
4993,77Q64,1P,Pair of Sevens
4994,77Q63,1P,Pair of Sevens
4995,77Q62,1P,Pair of Sevens
4996,77Q54,1P,Pair of Sevens
4997,77Q53,1P,Pair of Sevens
4998,77Q52,1P,Pair of Sevens
4999,77Q43,1P,Pair of Sevens
5000,77Q42,1P,Pair of Sevens
5001,77Q32,1P,Pair of Sevens
5002,77JT9,1P,Pair of Sevens
5003,77JT8,1P,Pair of Sevens
5004,77JT6,1P,Pair of Sevens
5005,77JT5,1P,Pair of Sevens
5006,77JT4,1P,Pair of Sevens
5007,77JT3,1P,Pair of Sevens
5008,77JT2,1P,Pair of Sevens
5009,77J98,1P,Pair of Sevens
5010,77J96,1P,Pair of Sevens
5011,77J95,1P,Pair of Sevens
5012,77J94,1P,Pair of Sevens
5013,77J93,1P,Pair of Sevens
5014,77J92,1P,Pair of Sevens
5015,77J86,1P,Pair of Sevens
5016,77J85,1P,Pair of Sevens
5017,77J84,1P,Pair of Sevens
5018,77J83,1P,Pair of Sevens
5019,77J82,1P,Pair of Sevens
5020,77J65,1P,Pair of Sevens
5021,77J64,1P,Pair of Sevens
5022,77J63,1P,Pair of Sevens
5023,77J62,1P,Pair of Sevens
5024,77J54,1P,Pair of Sevens
5025,77J53,1P,Pair of Sevens
5026,77J52,1P,Pair of Sevens
5027,77J43,1P,Pair of Sevens
5028,77J42,1P,Pair of Sevens
5029,77J32,1P,Pair of Sevens
5030,77T98,1P,Pair of Sevens
5031,77T96,1P,Pair of Sevens
5032,77T95,1P,Pair of Sevens
5033,77T94,1P,Pair of Sevens
5034,77T93,1P,Pair of Sevens
5035,77T92,1P,Pair of Sevens
5036,77T86,1P,Pair of Sevens
5037,77T85,1P,Pair of Sevens
5038,77T84,1P,Pair of Sevens
5039,77T83,1P,Pair of Sevens
5040,77T82,1P,Pair of Sevens
5041,77T65,1P,Pair of Sevens
5042,77T64,1P,Pair of Sevens
5043,77T63,1P,Pair of Sevens
5044,77T62,1P,Pair of Sevens
5045,77T54,1P,Pair of Sevens
5046,77T53,1P,Pair of Sevens
5047,77T52,1P,Pair of Sevens
5048,77T43,1P,Pair of Sevens
5049,77T42,1P,Pair of Sevens
5050,77T32,1P,Pair of Sevens
5051,77986,1P,Pair of Sevens
5052,77985,1P,Pair of Sevens
5053,77984,1P,Pair of Sevens
5054,77983,1P,Pair of Sevens
5055,77982,1P,Pair of Sevens
5056,77965,1P,Pair of Sevens
5057,77964,1P,Pair of Sevens
5058,77963,1P,Pair of Sevens
5059,77962,1P,Pair of Sevens
5060,77954,1P,Pair of Sevens
5061,77953,1P,Pair of Sevens
5062,77952,1P,Pair of Sevens
5063,77943,1P,Pair of Sevens
5064,77942,1P,Pair of Sevens
5065,77932,1P,Pair of Sevens
5066,77865,1P,Pair of Sevens
5067,77864,1P,Pair of Sevens
5068,77863,1P,Pair of Sevens
5069,77862,1P,Pair of Sevens
5070,77854,1P,Pair of Sevens
5071,77853,1P,Pair of Sevens
5072,77852,1P,Pair of Sevens
5073,77843,1P,Pair of Sevens
5074,77842,1P,Pair of Sevens
5075,77832,1P,Pair of Sevens
5076,77654,1P,Pair of Sevens
5077,77653,1P,Pair of Sevens
5078,77652,1P,Pair of Sevens
5079,77643,1P,Pair of Sevens
5080,77642,1P,Pair of Sevens
5081,77632,1P,Pair of Sevens
5082,77543,1P,Pair of Sevens
5083,77542,1P,Pair of Sevens
5084,77532,1P,Pair of Sevens
5085,77432,1P,Pair of Sevens
5086,66AKQ,1P,Pair of Sixes
5087,66AKJ,1P,Pair of Sixes
5088,66AKT,1P,Pair of Sixes
5089,66AK9,1P,Pair of Sixes
5090,66AK8,1P,Pair of Sixes
5091,66AK7,1P,Pair of Sixes
5092,66AK5,1P,Pair of Sixes
5093,66AK4,1P,Pair of Sixes
5094,66AK3,1P,Pair of Sixes
5095,66AK2,1P,Pair of Sixes
5096,66AQJ,1P,Pair of Sixes
5097,66AQT,1P,Pair of Sixes
5098,66AQ9,1P,Pair of Sixes
5099,66AQ8,1P,Pair of Sixes
5100,66AQ7,1P,Pair of Sixes
5101,66AQ5,1P,Pair of Sixes
5102,66AQ4,1P,Pair of Sixes
5103,66AQ3,1P,Pair of Sixes
5104,66AQ2,1P,Pair of Sixes
5105,66AJT,1P,Pair of Sixes
5106,66AJ9,1P,Pair of Sixes
5107,66AJ8,1P,Pair of Sixes
5108,66AJ7,1P,Pair of Sixes
5109,66AJ5,1P,Pair of Sixes
5110,66AJ4,1P,Pair of Sixes
5111,66AJ3,1P,Pair of Sixes
5112,66AJ2,1P,Pair of Sixes
5113,66AT9,1P,Pair of Sixes
5114,66AT8,1P,Pair of Sixes
5115,66AT7,1P,Pair of Sixes
5116,66AT5,1P,Pair of Sixes
5117,66AT4,1P,Pair of Sixes
5118,66AT3,1P,Pair of Sixes
5119,66AT2,1P,Pair of Sixes
5120,66A98,1P,Pair of Sixes
5121,66A97,1P,Pair of Sixes
5122,66A95,1P,Pair of Sixes
5123,66A94,1P,Pair of Sixes
5124,66A93,1P,Pair of Sixes
5125,66A92,1P,Pair of Sixes
5126,66A87,1P,Pair of Sixes
5127,66A85,1P,Pair of Sixes
5128,66A84,1P,Pair of Sixes
5129,66A83,1P,Pair of Sixes
5130,66A82,1P,Pair of Sixes
5131,66A75,1P,Pair of Sixes
5132,66A74,1P,Pair of Sixes
5133,66A73,1P,Pair of Sixes
5134,66A72,1P,Pair of Sixes
5135,66A54,1P,Pair of Sixes
5136,66A53,1P,Pair of Sixes
5137,66A52,1P,Pair of Sixes
5138,66A43,1P,Pair of Sixes
5139,66A42,1P,Pair of Sixes
5140,66A32,1P,Pair of Sixes
5141,66KQJ,1P,Pair of Sixes
5142,66KQT,1P,Pair of Sixes
5143,66KQ9,1P,Pair of Sixes
5144,66KQ8,1P,Pair of Sixes
5145,66KQ7,1P,Pair of Sixes
5146,66KQ5,1P,Pair of Sixes
5147,66KQ4,1P,Pair of Sixes
5148,66KQ3,1P,Pair of Sixes
5149,66KQ2,1P,Pair of Sixes
5150,66KJT,1P,Pair of Sixes
5151,66KJ9,1P,Pair of Sixes
5152,66KJ8,1P,Pair of Sixes
5153,66KJ7,1P,Pair of Sixes
5154,66KJ5,1P,Pair of Sixes
5155,66KJ4,1P,Pair of Sixes
5156,66KJ3,1P,Pair of Sixes
5157,66KJ2,1P,Pair of Sixes
5158,66KT9,1P,Pair of Sixes
5159,66KT8,1P,Pair of Sixes
5160,66KT7,1P,Pair of Sixes
5161,66KT5,1P,Pair of Sixes
5162,66KT4,1P,Pair of Sixes
5163,66KT3,1P,Pair of Sixes
5164,66KT2,1P,Pair of Sixes
5165,66K98,1P,Pair of Sixes
5166,66K97,1P,Pair of Sixes
5167,66K95,1P,Pair of Sixes
5168,66K94,1P,Pair of Sixes
5169,66K93,1P,Pair of Sixes
5170,66K92,1P,Pair of Sixes
5171,66K87,1P,Pair of Sixes
5172,66K85,1P,Pair of Sixes
5173,66K84,1P,Pair of Sixes
5174,66K83,1P,Pair of Sixes
5175,66K82,1P,Pair of Sixes
5176,66K75,1P,Pair of Sixes
5177,66K74,1P,Pair of Sixes
5178,66K73,1P,Pair of Sixes
5179,66K72,1P,Pair of Sixes
5180,66K54,1P,Pair of Sixes
5181,66K53,1P,Pair of Sixes
5182,66K52,1P,Pair of Sixes
5183,66K43,1P,Pair of Sixes
5184,66K42,1P,Pair of Sixes
5185,66K32,1P,Pair of Sixes
5186,66QJT,1P,Pair of Sixes
5187,66QJ9,1P,Pair of Sixes
5188,66QJ8,1P,Pair of Sixes
5189,66QJ7,1P,Pair of Sixes
5190,66QJ5,1P,Pair of Sixes
5191,66QJ4,1P,Pair of Sixes
5192,66QJ3,1P,Pair of Sixes
5193,66QJ2,1P,Pair of Sixes
5194,66QT9,1P,Pair of Sixes
5195,66QT8,1P,Pair of Sixes
